Chemical Formula;Molecular Weight (monoisotopic);Generic Name;CAS Number
C11H12F3NO2;247,082013; 4-(2,2,2-TRIFLUOROETHYL)-L-PHENYLALANINE;
C13H13NO4;247,084458; 2,3,6A,7,8,9-HEXAHYDRO-11H-[1,4]DIOXINO[2,3-G]PYRROLO[2,1-B][1,3]BENZOXAZIN-11-ONE;
C13H13NO4;247,084458; (3S)-1-(4-acetylphenyl)-5-oxopyrrolidine-3-carboxylic acid;
C10H17NO4S;247,087829; (3AR,5R,6S,7R,7AR)-5-(HYDROXYMETHYL)-2-PROPYL-5,6,7,7A-TETRAHYDRO-3AH-PYRANO[3,2-D][1,3]THIAZOLE-6,7-DIOL;
C10H11N6O2;247,094349; 5-{[(2-Amino-9h-Purin-6-Yl)Oxy]Methyl}-2-Pyrrolidinone;
C11H13N5O2;247,106925; 6-(2-phenoxyethoxy)-1,3,5-triazine-2,4-diamine;
C14H17NO3;247,120843; 4-HYDROXYBENZALDEHYDE O-(CYCLOHEXYLCARBONYL)OXIME;
C12H17N5O;247,143310; 6-O-Cyclohexylmethyl Guanine;
C15H21NO2;247,157229; Meperidine;57-42-1
C15H21NO2;247,157229; 1-Methyl-4-phenyl-4-propionoxypiperidine;13147-09-6
C12H25NO2S;247,160600; S-NONYL-CYSTEINE;
C14H21N3O;247,168462; (R)-TRANS-4-(1-AMINOETHYL)-N-(4-PYRIDYL) CYCLOHEXANECARBOXAMIDE;
C8H21N7O2;247,175673; N-{(4s)-4-Amino-5-[(2-Aminoethyl)Amino]Pentyl}-N'-Nitroguanidine;
C5H14O7P2;248,021476; Isopentyl Pyrophosphate;
C5H14O7P2;248,021476; Pentyl Trihydrogen Diphosphate;
C12H9ClN2O2;248,035255; 2-(4-CHLORO-PHENYLAMINO)-NICOTINIC ACID;
C11H8N2O5;248,043321; 6-(Oxalyl-Amino)-1h-Indole-5-Carboxylic Acid;
C8H13N2O5P;248,056208; Pyridoxamine-5'-Phosphate;
C10H11F3N2S;248,059504; S-Ethyl-N-[4-(Trifluoromethyl)Phenyl]Isothiourea;
C12H12N2O2S;248,061948; Dapsone;80-08-0
C12H12N2O2S;248,061948; Enoximone;77671-31-9
C8H12N2O7;248,064451; Beta-D-Glucopyranose Spirohydantoin;
C13H8N6;248,081044; 4-[5-Pyridin-4-Yl-1h-[1,2,4]Triazol-3-Yl]-Pyridine-2-Carbonitrile;
C12H13ClN4;248,082874; Pyrimethamine;58-14-0
C9H16N2O6;248,100836; Nz-(Dicarboxymethyl)Lysine;
C14H20N2O2;248,152478; Pindolol;13523-86-9
C12H24O5;248,162374; 2-Hexyloxy-6-Hydroxymethyl-Tetrahydro-Pyran-3,5-Diol;
C4H13NO7P2;249,016725; Alendronate;66376-36-1
C4H13NO7P2;249,016725; 2-Dimethylamino-Ethyl-Diphosphate;
C8H12NO6P;249,040224; Pyridoxine-5'-Phosphate;447-05-2
C11H11N3O2S;249,057197; Sulfapyridine;144-83-2
C9H15NO5S;249,067093; N-Succinyl Methionine;
C10H11N5OS;249,068431; N-[4-(2,4-Dimethyl-1,3-Thiazol-5-Yl)Pyrimidin-2-Yl]-N'-Hydroxyimidoformamide;
C16H15N3;249,126597; Epinastine;80012-43-7
C16H15N3;249,126597; 2-(2-METHYLPHENYL)-1H-INDOLE-6-CARBOXIMIDAMIDE;
C16H15N3;249,126597; 2-(3-METHYLPHENYL)-1H-INDOLE-5-CARBOXIMIDAMIDE;
C16H15N3;249,126597; 2-(2-METHYLPHENYL)-1H-INDOLE-5-CARBOXIMIDAMIDE;
C11H16BN3O3;249,128472; (R)-1-(4-(4-(HYDROXYMETHYL)-1,3,2-DIOXABOROLAN-2-YL)BENZYL)GUANIDINE;
C14H19NO3;249,136493; 3-(4-DIETHYLAMINO-2-HYDROXY-PHENYL)-2-METHYL-PROPIONIC ACID;
C12H25O3S;249,152440; DODECANESULFONATE ION;
C14H23NOSi;249,154891; TRANS-2-(DIMETHYLPHENYLSILYL)-PIPERIDINE-N-OXIDE;
C15H23NS;249,155120; Tenocyclidine;21500-98-1
C15H23NO2;249,172879; Alprenolol;13655-52-2
C14H23N3O;249,184112; (1S)-2-[(2S,5R)-2-(AMINOMETHYL)-5-ETHYNYLPYRROLIDIN-1-YL]-1-CYCLOPENTYL-2-OXOETHANAMINE;
CHBr3;249,762838; Tribromomethane;
C7H7IS;249,931314; 2-Iodobenzylthio Group;
C10H6N2O2S2;249,987069; 2-(6-HYDROXY-1,3-BENZOTHIAZOL-2-YL)-1,3-THIAZOL-4(5H)-ONE;
C8H2N4O6;249,997434; Dnqx;2379-57-9
C10H7N2O4P;250,014343; RU79072;
C13H8F2O3;250,044151; Diflunisal;22494-42-4
C10H10N4O2S;250,052446; Sulfadiazine;68-35-9
C8H14N2O5S;250,062342; Gamma-Glutamylcysteine;686-58-8
C9H14O8;250,068867; 4,6-O-(1-Carboxyethylidene)-Beta-D-Glucose;
C9H14O8;250,068867; [4,6-O-(1-CARBOXYETHYLIDENE)-BETA-D-MANNOSE];
C12H14N2O2S;250,077598; Dansylamide;
C7H14N4O6;250,091334; C-(1-Azido-Alpha-D-Glucopyranosyl) Formamide;
C10H18O7;250,105253; 3,4-Epoxybutyl-Alpha-D-Glucopyranoside;
C11H15F3NO2;250,105488; M-(N,N,N-Trimethylammonio)-2,2,2-Trifluoro-1,1-Dihydroxyethylbenzene;
C11H14N4O3;250,106590; 9-(2-Deoxy-Beta-D-Ribofuranosyl)-6-Methylpurine;
C16H14N2O;250,110613; Methaqualone;72-44-6
C16H14N2O;250,110613; 3-(1-NAPHTHYLMETHOXY)PYRIDIN-2-AMINE;
C14H18O4;250,120509; UBIQUINONE-1;
C15H14N4;250,121846; 5-methyl-6-phenylquinazoline-2,4-diamine;
C13H18N2O3;250,131742; Heptabarbital;509-86-4
C11H22O6;250,141638; O1-Pentyl-Mannose;
C15H22O3;250,156895; Gemfibrozil;25812-30-0
C14H22N2O2;250,168128; Rivastigmine;123441-03-2
C12H27O3P;250,169781; METHOXYUNDECYLPHOSPHINIC ACID;
C12H26O5;250,178024; 3,6,9,12,15-Pentaoxaheptadecane;4353-28-0
C8H11Cl2N3O2;251,022832; Uracil mustard;66-75-1
C15H9NO3;251,058243; 5-HYDROXY-2-(4-HYDROXYPHENYL)-1-BENZOFURAN-7-CARBONITRILE;
C12H13NO3S;251,061614; 5-(DIMETHYLAMINO)-1-NAPHTHALENESULFONIC ACID(DANSYL ACID);
C12H13NO3S;251,061614; 5-(DIMETHYLAMINO)-2-NAPHTHALENESULFONIC ACID;
C12H13NO5;251,079373; N-Succinyl Phenylglycine;
C11H14BNO5;251,096503; 1(R)-1-Acetamido-2-(3-Carboxyphenyl)Ethyl Boronic Acid;
C11H17N5O2;251,138225; 6-CYCLOHEXYLMETHYLOXY-5-NITROSO-PYRIMIDINE-2,4-DIAMINE;
C17H19N2;251,154824; 3,5,6,8-Tetramethyl-N-Methyl Phenanthrolinium;
C7H10O6P2;251,995261; RU78783;
C12H9ClO4;252,018936; (2Z,4E)-3-chloro-2-hydroxy-6-oxo-6-phenylhexa-2,4-dienoic acid;
C10H9ClN4S;252,023645; {(2Z)-3-[(6-chloropyridin-3-yl)methyl]-1,3-thiazolidin-2-ylidene}cyanamide;
C9H8N4O5;252,049469; CB1954;
C12H13FN2OS;252,073262; (5R)-2-[(2-fluorophenyl)amino]-5-(1-methylethyl)-1,3-thiazol-4(5H)-one;
C11H12N2O5;252,074622; 4-(Acetylamino)-3-[(Hydroxyacetyl)Amino]Benzoic Acid;
C16H12O3;252,078644; Anisindione;117-37-3
C13H10N5O;252,088535; CRA_1801;
C15H12N2O2;252,089878; Phenytoin;57-41-0
C15H12N2O2;252,089878; Oxcarbazepine;28721-07-5
C11H14N3O4;252,098431; 4-(Acetylamino)-3-[(Aminoacetyl)Amino]Benzoic Acid;
C14H12N4O;252,101111; CRA_1144;
C12H16N2O4;252,111007; (South)-Methanocarba-Thymidine;
C13H12N6;252,112344; N-cyclopropyl-4-pyrazolo[1,5-b]pyridazin-3-ylpyrimidin-2-amine;
C15H14N3O;252,113687; 2-(2-Hydroxy-Phenyl)-1h-Indole-5-Carboxamidine;
C10H16N6S;252,115715; Cimetidine;51481-61-9
C13H20N2O3;252,147393; Talbutal;115-44-6
C11H24O6;252,157289; 2-(2-{2-[2-(2-Methoxy-Ethoxy)-Ethoxy]-Ethoxy}-Ethoxy)-Ethanol;
C10H7NO5S;253,004493; 3-(CARBOXYMETHOXY)THIENO[2,3-B]PYRIDINE-2-CARBOXYLIC ACID;
C9H8ClN5S;253,018894; Tizanidine;51322-75-9
C10H11N3O3S;253,052112; Sulfamethoxazole;723-46-6
C10H11N3O3S;253,052112; 1-METHYL-3-PHENYL-1H-PYRAZOL-5-YLSULFAMIC ACID;
C12H15NO3S;253,077264; 3-{[(1r)-1-Benzyl-2-Sulfanylethyl]Amino}-3-Oxopropanoic Acid;
C12H15NO3S;253,077264; Thiorphan;76721-89-6
C9H11N5O4;253,081104; Neopterin;2009-64-5
C9H11N5O4;253,081104; D-Eritadenine;
C10H13N4O4;253,093680; Purine Riboside;550-33-4
C13H11N5O;253,096360; 2-(2-Oxo-1,2-Dihydro-Pyridin-3-Yl)-1h-Benzoimidazole-5-Carboxamidine;
C10H12FN5O2;253,097503; 5'-FLUORO-2',5'-DIDEOXYADENOSINE;
C12H11N7;253,107593; Triamterene;396-01-0
C14H13N4O;253,108936; 2-(2-Hydroxy-Phenyl)-1h-Benzoimidazole-5-Carboxamidine;
C14H13N4O;253,108936; 2-(2-Hydroxy-Phenyl)-3h-Benzoimidazole-5-Carboxamidine;
C11H16ClN5;253,109423; Proguanil;500-92-5
C16H15NO2;253,110279; Carbazole Butanoic Acid;
C10H15N5O3;253,117489; Penciclovir;39809-25-1
C15H15N3O;253,121512; 1-[4-(2-oxo-2-phenylethyl)phenyl]guanidine;
C11H19N5O2;253,153875; N''-{3-[(3s,8ar)-1,4-Dioxooctahydropyrrolo[1,2-a]Pyrazin-3-Yl]Propyl}Guanidine;
C14H23NO3;253,167794; 3-Decyl-2,5-Dioxo-4-Hydroxy-3-Pyrroline;
C12H8Cl2O2;253,990135; 2',6'-Dichloro-Biphenyl-2,6-Diol;
C12H8Cl2O2;253,990135; Diclosan;
C10H6O8;254,006267; Pyromellitic Acid;89-05-4
C7H11O8P;254,019154; Shikimate-3-Phosphate;
C12H8F2O4;254,039065; 3-fluoro-6-(4-fluorophenyl)-2-hydroxy-6-oxohexa-2,4-dienoic acid;
C15H10O4;254,057909; 7,8-dihydroxy-4-phenyl-2H-chromen-2-one;
C7H15N2O6P;254,066773; N-(Phosphonoacetyl)-L-Ornithine;63446-55-9
C15H14N2S;254,087769; 4-(2-Thienyl)-1-(4-Methylbenzyl)-1h-Imidazole;
C11H14N2O5;254,090272; N-Acetyl-P-Nitrophenylserinol;15376-53-1
C16H14O3;254,094294; Ketoprofen;22071-15-4
C10H14N4O4;254,101505; Dyphylline;479-18-5
C10H15ClN6;254,104672; 2-CHLORO-4-ETHYLAMINO-6-(S(-)-2'-CYANO-4-BUTYLAMINO)-1,3,5-TRIAZINE;
C10H15ClN6;254,104672; 2-CHLORO-4-ETHYLAMINO-6-(R(+)-2'-CYANO-4-BUTYLAMINO)-1,3,5-TRIAZINE;
C15H14N2O2;254,105528; Nepafenac;78281-72-8
C15H14N2O2;254,105528; 3-ETHYL-2-(4-HYDROXYPHENYL)-2H-INDAZOL-5-OL;
C12H18N2O2S;254,108899; Thiamylal;77-27-0
C14H14N4O;254,116761; 2-amino-6-[2-(1H-indol-6-yl)ethyl]pyrimidin-4(3H)-one;
C12H18N2O4;254,126657; Midodrine;133163-28-7
C13H22N2O3;254,163043; 1-(1-HYDROXY-2,2,6,6-TETRAMETHYLPIPERIDIN-4-YL)PYRROLIDINE-2,5-DIONE;
C16H30O2;254,224580; Palmitoleic Acid;373-49-9
GaN3O9;254,889035; Gallium nitrate;13494-90-1
C9H7Cl2N5;255,007851; Lamotrigine;84057-84-1
C9H9N3O2S2;255,013618; Sulfathiazole;72-14-0
C6H10NO8P;255,014403; N-(Phosphonacetyl)-L-Aspartic Acid;
C9H10ClN5O2;255,052302; (2E)-1-[(6-chloropyridin-3-yl)methyl]-N-nitroimidazolidin-2-imine;
C14H9NO4;255,053158; Alrestatin;51411-04-2
C11H14NO4P;255,066044; Indole-3-Propanol Phosphate;
C15H13NO3;255,089543; Ketorolac;66635-83-4
C9H13N5O4;255,096754; Ganciclovir;82410-32-0
C9H13N5O4;255,096754; 7,8-Dihydroneopterin;
C17H21NO;255,162314; Atomoxetine;82248-59-7
C17H21NO;255,162314; Diphenhydramine;58-73-1
C16H21N3;255,173548; Tripelennamine;91-81-6
C11H6Cl2O3;255,969399; 5-(2,5-DICHLOROPHENYL)-2-FUROIC ACID;
C12H7F3O3;256,034729; 5-[2-(TRIFLUOROMETHYL)PHENYL]-2-FUROIC ACID;
C14H8O5;256,037173; Dibenzofuran-4,6-Dicarboxylic Acid;
C15H12O4;256,073559; 2',4,4'-Trihydroxychalcone;
C15H12O4;256,073559; 5-Deoxyflavanone;
C14H12N2O3;256,084792; 2-((3'-METHYL-4'-HYDROXYPHENYL)AZO)BENZOIC ACID;
C13H12N4O2;256,096026; 7,8,10-TRIMETHYLBENZO[G]PTERIDINE-2,4(3H,10H)-DIONE;
C11H19F3OS;256,110871; 1,1,1-TRIFLUORO-3-(OCTYLTHIO)ACETONE;
C9H23NO3PS;256,113626; Echothiophate;1766377,00
C15H16N2O2;256,121178; N-[4-(benzyloxy)phenyl]glycinamide;
C17H20O2;256,146330; 5-PENTYL-2-PHENOXYPHENOL;
C17H20O2;256,146330; (2E)-3-(2-OCT-1-YN-1-YLPHENYL)ACRYLIC ACID;
C13H24N2O3;256,178693; 6-{[(CYCLOHEXYLAMINO)CARBONYL]AMINO}HEXANOIC ACID;
C15H28O3;256,203845; 3-Oxo-Pentadecanoic Acid;
C16H32O2;256,240230; Palmitic Acid;57-10-3
H6NO9P3;256,925540; (Diphosphono)Aminophosphonic Acid;
C10H5Cl2NO3;256,964648; Dcka, 5,7-Dichlorokynurenic Acid;
C9H9N2O2Se;256,982924; (S)-2-Amino-3-(6h-Selenolo[2,3-B]-Pyrrol-4-Yl)-Propionic Acid;
C9H9N2O2Se;256,982924; (S)-2-Amino-3-(4h-Selenolo[3,2-B]-Pyrrol-6-Yl)-Propionic Acid;
C12H7N3O2S;257,025897; 5-QUINOXALIN-6-YLMETHYLENE-THIAZOLIDINE-2,4-DIONE;
C11H15NO4S;257,072179; ETHYL 3-[4-(AMINOSULFONYL)PHENYL]PROPANOATE;
C14H9F2N3;257,076454; 2-fluoro-4-[4-(4-fluorophenyl)-1H-pyrazol-3-yl]pyridine;
C15H15NO3;257,105193; Tolmetin;26171-23-3
C17H23NO;257,177964; Levorphanol;77-07-6
H5O10P3;257,909556; Triphospate;
C9H10N2O3S2;258,013284; Ethoxzolamide;452-35-7
C6H11O9P;258,014068; L-Myo-Inositol-1-Phosphate;
C11H12Cl2N2O;258,032668; Lofexidine;31036-80-3
C14H10O5;258,052823; Salsalate;552-94-3
C7H11BN4O4S;258,059406; [(2-AMINO-ALPHA-METHOXYIMINO-4-THIAZOLYLACETYL)AMINO]METHYLBORONIC ACID;
C13H10N2O4;258,064057; Thalidomide;50-35-1
C10H14BClNO4;258,070441; D-1-(4-CHLOROPHENYL)-2-(ACETAMIDO)ETHANE BORONIC ACID;
C10H14BClNO4;258,070441; L-1-(4-CHLOROPHENYL)-2-(ACETAMIDO)ETHANE BORONIC ACID;
C7H17NO7P;258,074263; 1-ACETYL-2-LYSO-SN-GLYCERO-3-PHOSPHOETHANOLAMINE;
C11H18N2O3S;258,103813; 6-(2-Oxo-Hexahydro-Thieno[3,4-D]Imidazol-4-Yl)-Hexanoic Acid;
C16H15FO2;258,105608; Flurbiprofen Methyl Ester;
C8H21NO6P;258,110649; Glycerylphosphorylcholine;563-24-6
C17H22O2;258,161980; 4-[(1S,2R,5S)-4,4,8-TRIMETHYL-3-OXABICYCLO[3.3.1]NON-7-EN-2-YL]PHENOL;
C16H38N2;258,303499; Decamethonium;156-74-1
C9H10IN;258,985793; 7-Iodo-1,2,3,4-Tetrahydro-Isoquinoline;
C10H14BrNO2;259,020791; 4-Bromo-2,5-dimethoxyphenethylamine;66142-81-2
C6H14NO8P;259,045703; L-Alpha-Glycerophosphorylserine;
C6H14NO8P;259,045703; Glucosamine 6-Phosphate;3616-42-0
C6H14NO8P;259,045703; Glucosamine 4-Phosphate;
C6H14NO8P;259,045703; Glucosamine 1-Phosphate;
C13H9NO5;259,048072; 3-(Oxalyl-Amino)-Naphthalene-2-Carboxylic Acid;
C13H9NO5;259,048072; (3,4-DIHYDROXY-2-NITROPHENYL)(PHENYL)METHANONE;
C10H13NO5S;259,051443; O-Benzylsulfonyl-Serine;
C10H13NO5S;259,051443; N-[(4-methoxyphenyl)sulfonyl]-D-alanine;
C12H12F3NO2;259,082013; 1,1,1-TRIFLUORO-3-ACETAMIDO-4-PHENYL BUTAN-2-ONE(N-ACETYL-L-PHENYLALANYL TRIFLUOROMETHYL KETONE);
C13H13N3O3;259,095691; Lenalidomide;191732-72-6
C13H13N3O3;259,095691; [2-(Methyleneamine)-4-(4-Hydroxy-Benzylidine)-5-Oxo-4,5-Dihydro-Imidazol-1-Yl]-Acetaldehyde;
C10H20CuN4;259,098398; Cu-Cyclam;
C14H17N3O2;259,132077; FR221647;
C14H17N3O2;259,132077; 1-(4-Aminophenyl)-3,5-Dimethyl-1h-Pyrazole-4-Carboxylic Acid Ethyl Ester;
C11H21N3O4;259,153206; (Tert-Butyloxycarbonyl)-Alanyl-Alanyl-Amine;
C11H21N3O4;259,153206; (TERT-BUTYLOXYCARBONYL)-ALANYL-AMINO ETHYL-FORMAMIDE;
C16H21NO2;259,157229; Propranolol;525-66-6
C16H21NO2;259,157229; Ramelteon;196597-26-9
C16H21NO2;259,157229; 1-(Isopropylamino)-3-(1-Naphthyloxy)-2-Propanol;
C16H21NO2;259,157229; 2-HEPTYL-4-HYDROXY QUINOLINE N-OXIDE;
C15H21N3O;259,168462; Primaquine;90-34-6
C18H29N;259,230000; (2S)-1-methyl-2-[(2S,4R)-2-methyl-4-phenylpentyl]piperidine;
C6H12O9S;260,020203; O3-Sulfonylgalactose;
C6H12O9S;260,020203; O4-Sulfonylgalactose;
C7H15Cl2N2O2P;260,024820; Cyclophosphamide;6055-19-2
C7H15Cl2N2O2P;260,024820; Ifosfamide;3778-73-2
C10H13O4PS;260,027216; 4-(2-HYDROXYPHENYLTHIO)-1-BUTENYLPHOSPHONIC ACID;
C6H13O9P;260,029719; Alpha-D-Glucose-6-Phosphate;
C6H13O9P;260,029719; Beta-Galactose-6-Phosphate;
C6H13O9P;260,029719; Alpha-D-Galactose-1-Phosphate;2255-14-3
C6H13O9P;260,029719; Alpha-D-Glucose-1-Phosphate;59-56-3
C6H13O9P;260,029719; D-Mannose 1-Phosphate;
C6H13O9P;260,029719; Alpha-D-Mannose-6-Phosphate;
C6H13O9P;260,029719; Glucose-6-Phosphate;56-73-5
C6H13O9P;260,029719; Beta-D-Glucose-6-Phosphate;
C6H13O9P;260,029719; Fructose -6-Phosphate;
C6H13O9P;260,029719; Fructose-6-Phosphate;
C13H9ClN2O2;260,035255; 3-CHLORO-2-(4-HYDROXYPHENYL)-2H-INDAZOL-5-OL;
C14H12O3S;260,050715; Suprofen;40828-46-4
C14H12O3S;260,050715; Tiaprofenic acid;33005-95-7
C11H17O5P;260,081360; DIETHYL 4-METHOXYPHENYL PHOSPHATE;
C14H16N2OS;260,098334; 3-Mercapto-1-(1,3,4,9-Tetrahydro-B-Carbolin-2-Yl)-Propan-1-One;
C14H16N2O3;260,116092; (3s,8ar)-3-(4-Hydroxybenzyl)Hexahydropyrrolo[1,2-a]Pyrazine-1,4-Dione;
C16H20O3;260,141245; 4-[(1S,2S,5S)-5-(HYDROXYMETHYL)-8-METHYL-3-OXABICYCLO[3.3.1]NON-7-EN-2-YL]PHENOL;
C12H24N2O4;260,173607; Carisoprodol;78-44-4
C16H24N2O;260,188863; Ropinirole;91374-21-9
C16H24N2O;260,188863; Oxymetazoline;1491-59-4
C16H24N2O;260,188863; N-Cyclohexyl-N'-(Propyl)Phenyl Urea;
C4H9BrNO5P;260,940172; N-Bromoacetyl-Aminoethyl Phosphate;
C2H3HgO2;260,983930; Mercury Acetate Ion;
C5H12NO9P;261,024967; 5-Phospho-D-Arabinohydroxamic Acid;
C9H12NO6P;261,040224; Phosphonotyrosine;21820-51-9
C11H10F3NO3;261,061278; 3-[({(1E)-[2-(trifluoromethyl)phenyl]methylidene}amino)oxy]propanoic acid;
C6H16NO8P;261,061353; 2-Deoxy-2-Amino Glucitol-6-Phosphate;
C13H15N3OS;261,093583; N-(5-ISOPROPYL-THIAZOL-2-YL)-2-PYRIDIN-3-YL-ACETAMIDE;
C14H16ClN3;261,103275; 4-[3-(4-CHLOROPHENYL)-1H-PYRAZOL-5-YL]PIPERIDINE;
C13H15N3O3;261,111341; [2-Aminomethyl-5-Oxo-4-(4-Oxo-Cyclohexa-2,5-Dienylmethyl)-4,5-Dihydro-Imidazol-1-Yl] -Acetaldehyde;
C19H19N;261,151750; Phenindamine;82-88-2
C16H23NO2;261,172879; Hexylcaine;532-77-4
C16H23NO2;261,172879; Betaprodine;468-59-7
C16H23NO2;261,172879; Bufuralol;59652-29-8
C6H15O9P;262,045369; D-Fructose-6-Phosphate (Open Form);
C6H15O9P;262,045369; Sorbitol 6-phosphate;20479-58-7
C9H13NO6P;262,048049; N-Methyl-Pyridoxal-5'-Phosphate;
C11H16ClO3P;262,052559; (RP,SP)-O-(2R)-(1-PHENOXYBUT-2-YL)-METHYLPHOSPHONIC ACID CHLORIDE;
C11H16ClO3P;262,052559; (1S)-1-(PHENOXYMETHYL)PROPYL METHYLPHOSPHONOCHLORIDOATE;
C12H10N2O5;262,058971; Cinoxacin;28657-80-9
C9H11FN2O6;262,060114; 5-Fluorouridine;316-46-1
C16H10N2O2;262,074228; 4-(4-methyl-1,3-dioxo-1,3-dihydro-2H-isoindol-2-yl)benzonitrile;
C9H14N2O7;262,080101; 8,9,10-Trihydroxy-7-Hydroxymethyl-3-Methyl-6-Oxa-1,3-Diaza-Spiro[4.5]Decane-2,4-Dione;
C12H11FN4O2;262,086604; 4-(acetylamino)-N-(4-fluorophenyl)-1H-pyrazole-3-carboxamide;
C12H14N4O3;262,106590; (2S)-1-AMINO-3-[(5-NITROQUINOLIN-8-YL)AMINO]PROPAN-2-OL;
C12H22O4S;262,123880; 11-[(MERCAPTOCARBONYL)OXY]UNDECANOIC ACID;
C14H18N2O3;262,131742; Methohexital;151-83-7
C8H10NO7P;263,019488; Pyridoxal-5'-Phosphate-N-Oxide;
C12H10ClN3O2;263,046154; 6-CHLORO-9-HYDROXY-1,3-DIMETHYL-1,9-DIHYDRO-4H-PYRAZOLO[3,4-B]QUINOLIN-4-ONE;
C14H14ClNS;263,053548; Ticlopidine;55142-85-3
C8H13N3O5S;263,057591; 2-Amino-3-[5-(Amino-Carboxy-Methyl)-2,3-Dihydro-Isoxazol-3-Ylsulfanyl]-Propionic Acid;
C9H11F2N3O4;263,071762; Gemcitabine;95058-81-4
C8H13N3O7;263,075350; 3-Amino-8,9,10-Trihydroxy-7-Hydroxymethyl-6-Oxa-1,3-Diaza-Spiro[4.5]Decane-2,4-Dione;
C14H17NS2;263,080241; Dimethylthiambutene;524-84-5
C17H13NO2;263,094629; 4-(4-HYDROXYPHENYL)-1-NAPHTHALDEHYDE OXIME;
C14H17NO2S;263,097999; Thiocoumarin;
C10H17NO7;263,100502; 3-Hydroxy-4-(3,4,5-Trihydroxy-Tetrahydro-Pyran-2-Yloxy)-Piperidin-2-One;
C15H13N5;263,117095; 8-(Pyrimidin-2-Ylamino)Naphthalene-2-Carboximidamide;
C12H18BN3O3;263,144122; (R)-1-(4-(4-(HYDROXYMETHYL)-1,3,2-DIOXABOROLAN-2-YL)PHENETHYL)GUANIDINE;
C14H21N3O2;263,163377; ETHYL 4-[(4-METHYLPYRIDIN-2-YL)AMINO]PIPERIDINE-1-CARBOXYLATE;
C19H21N;263,167400; Protriptyline;438-60-8
C19H21N;263,167400; Nortriptyline;72-69-5
C12H25NO5;263,173273; 4-AMINO-2-HEXYLOXY-6-HYDROXYMETHYL-TETRAHYDRO-PYRAN-3,5-DIOL;
C16H25NO2;263,188529; Tramadol;27203-92-5
C16H25NO2;263,188529; Desvenlafaxine;93413-62-8
C15H25N3O;263,199762; Lisdexamfetamine;608137-32-2
C15H25N3O;263,199762; (1S)-2-[(2S,5R)-2-(AMINOMETHYL)-5-PROP-1-YN-1-YLPYRROLIDIN-1-YL]-1-CYCLOPENTYL-2-OXOETHANAMINE;
C5H14O6P2S;263,998632; Dimethylallyl S-Thiolodiphosphate;
C8H15Cl3O3;264,008677; Chlorhexadol;3563-58-4
C5H14O8P2;264,016390; 4-Hydroxy-3-Methyl Butyl Diphosphate;
C8H12N2O6S;264,041607; 8,9,10-Trihydroxy-7-Hydroxymethyl-2-Thioxo-6-Oxa-1,3-Diaza-Spiro[4.5]Decan-4-One;
C8H12N2O8;264,059365; 3,8,9,10-Tetrahydroxy-7-Hydroxymethyl-6-Oxa-1,3-Diaza-Spiro[4.5]Decane-2,4-Dione;
C11H12N4O2S;264,068096; Sulfamerazine;127-79-7
C10H16O8;264,084517; Methyl 4,6-O-[(1r)-1-Carboxyethylidene]-Beta-D-Galactopyranoside;
C13H16N2O2S;264,093248; 2-[(CYCLOPROPYLCARBONYL)AMINO]-4,5,6,7-TETRAHYDRO-1-BENZOTHIOPHENE-3-CARBOXAMIDE;
C9H16N2O7;264,095751; N-Acetyl-N'-Beta-D-Glucopyranosyl Urea;
C9H16N2O7;264,095751; 1-Deoxy-1-Acetylamino-Beta-D-Gluco-2-Heptulopyranosonamide;
C12H16N4OS;264,104482; 2,6-Diamino-8-Propylsulfanylmethyl-3h-Quinazoline-4-One;
C12H25BrO;264,108878; Bromo-Dodecanol;
C18H16O2;264,115030; 3-(10-METHYL-ANTHRACEN-9-YL)-PROPIONIC ACID;
C15H20O4;264,136159; UNDECA-3,7-DIENE-1,3,7,11-TETRACARBALDEHYDE;
C14H20N2O3;264,147393; Vorinostat;149647-78-9
C12H24O6;264,157289; 2-Hexyloxy-6-Hydroxymethyl-Tetrahydro-Pyran-3,4,5-Triol;
C18H20N2;264,162649; Mianserin;24219-97-4
C10H8BrN3O;264,985075; 2-Amino-5-Bromo-6-Phenylpyrimidin-4-Ol;
C10H11N5O2S;265,063345; 4-[(6-Amino-4-Pyrimidinyl)Amino]Benzenesulfonamide;
C8H15N3O5S;265,073241; 2-Amino-3-(Cystein-S-Yl)-Isoxazolidin-5-Yl-Acetic Acid;
C16H11NO3;265,073893; [5-HYDROXY-2-(4-HYDROXYPHENYL)-1-BENZOFURAN-7-YL]ACETONITRILE;
C10H11N5O4;265,081104; 3'-Oxo-Adenosine;
C12H15N3O2S;265,088497; Albendazole;54965-21-8
C12H15N3O2S;265,088497; N-[2-(METHYLAMINO)ETHYL]-5-ISOQUINOLINESULFONAMIDE;
C8H15N3O7;265,091000; Streptozocin;18883-66-4
C14H16FNO3;265,111422; 3-FLUORO-4-HYDROXYBENZALDEHYDE O-(CYCLOHEXYLCARBONYL)OXIME;
C12H17N4OS;265,112307; Thiamine;59-43-8
C14H19NO4;265,131408; (R)-Mesopram;
C14H19NO4;265,131408; ANISOMYCIN;
C14H19NO4;265,131408; (1R,4S,7AS)-1-(1-FORMYLPROP-1-EN-1-YL)-4-METHOXY-2,4,5,6,7,7A-HEXAHYDRO-1H-ISOINDOLE-3-CARBOXYLIC ACID;
